# NOAA Paleoclimatology Program - Paleocean Site Data
# gb3313-1-fwc.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Frank Lamy
# Core/Site:      GeoB 3313-1
# Latitude:       41.00.00S	( -41)
# Longitude:      74.27.00W	( -74.45)
# Water Depth(m): 852
#
# Publications:
#   Lamy, F., C. Rühlemann, D. Hebbeln, and G. Wefer. 2002. High- and low-latitude
#     climate control on the position of the southern Peru-Chile Current during the
#     Holocene. Paleoceanography 17(2):1028.
#   Lamy, F., D. Hebbeln, U. Röhl, and G. Wefer. 2001. Holocene rainfall variability
#     in southern Chile: a marine record of latitudinal shifts of the Southern Westerlies.
#     Earth and Planetary Science Letters 185(3-4):369-382.
#------------------
#
# Description & Notes:
#   Southeast Pacific SST Reconstruction.
#   Reconstructed changes of paleotemperature, -salinity, and -productivity within
#   the southern Peru-Chile Current during the last 8,000 years from a high-resolution
#   sediment core recovered at 41°S using alkenones, isotope ratios of planktic foraminifera,
#   biogenic opal, and organic carbon. Fe and chronologic data previously published
#   in Lamy et al, 2001.
#
# Variables:
#             depth         Depth (cm)
#             yrBP C1       radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             calyrBP C2    calendar years B.P. (B.P. = 1950)
#             opal%         Opal percent
#             corg%         Organic Carbon weight percent
#             sst           Sea Surface Temperature (C)
#             Fe cps        Iron, counts per second (measured by scanning XRF)
#             d18O          delta O18 PDB
#             sal           Salinity
#
# CORE: GeoB 3313-1
depth         yrBP C1       calyrBP C2    opal%         corg%         sst           Fe cps        d18O          sal           
 340          -999          -999          -999          -999          -999           5050         -999          -999          
 341          -999          -999          -999          -999          -999           5118         -999          -999          
 342          -999          -999          -999          -999          -999           5187         -999          -999          
 343          -999          -999           2.9           1.79         -999           5203          0.36          34.03        
 344          -999          -999          -999          -999          -999           5315         -999          -999          
 345          -999          -999          -999          -999          -999           5200         -999          -999          
 346          -999          -999          -999          -999          -999           5278         -999          -999          
 347          -999          -999          -999          -999          -999           5132         -999          -999          
 348          -999          -999          -999           1.89          15.32         5219          0.58          34.97        
 349          -999          -999          -999          -999          -999           5239         -999          -999          
 350          -999          -999          -999          -999          -999           5222         -999          -999          
 351          -999          -999          -999          -999          -999           5158         -999          -999          
 352          -999          -999          -999          -999          -999           5020         -999          -999          
 353          -999          -999          -999           1.9          -999           5053          0.51          34.7         
 354          -999          -999          -999          -999          -999           5046         -999          -999          
 355          -999          -999          -999          -999          -999           5257         -999          -999          
 356          -999          -999          -999          -999          -999           5268         -999          -999          
 357          -999          -999          -999          -999          -999           5138         -999          -999          
 358          -999          -999          -999           2.04          15.29         5026          0.5           34.66        
 359          -999          -999          -999          -999          -999           5127         -999          -999          
 360          -999          -999          -999          -999          -999           4917         -999          -999          
 361          -999          -999          -999          -999          -999           4881         -999          -999          
 362          -999          -999          -999          -999          -999           5195         -999          -999          
 363          -999          -999           3.5           2.09          15.29         4849          0.54          34.81        
 364          -999          -999          -999          -999          -999           4930         -999          -999          
 365          -999          -999          -999          -999          -999           5153         -999          -999          
 366          -999          -999          -999          -999          -999           5106         -999          -999          
 367          -999          -999          -999          -999          -999           5499         -999          -999          
 368          -999          -999          -999           2.1           15.23         5065          0.31          33.84        
 369          -999          -999          -999          -999          -999           5086         -999          -999          
 370          -999          -999          -999          -999          -999           5535         -999          -999          
 371          -999          -999          -999          -999          -999           5138         -999          -999          
 372          -999          -999          -999          -999          -999           5940         -999          -999          
 373          -999          -999          -999           2.1          -999           5266          0.31          33.84        
 374          -999          -999          -999          -999          -999           5872         -999          -999          
 375          -999          -999          -999          -999          -999           5060         -999          -999          
 376          -999          -999          -999          -999          -999           5098         -999          -999          
 377          -999          -999          -999          -999          -999           5055         -999          -999          
 378          -999          -999          -999           2.09          15.17         5250          0.29          33.76        
 379          -999          -999          -999          -999          -999           5202         -999          -999          
 380          -999          -999          -999          -999          -999           5151         -999          -999          
 381          -999          -999          -999          -999          -999           5169         -999          -999          
 382          -999          -999          -999          -999          -999           5029         -999          -999          
 383          -999          -999           3.2           2.08         -999           5130          0.53          34.77        
 384          -999          -999          -999          -999          -999           5028         -999          -999          
 385          -999          -999          -999          -999          -999           5211         -999          -999          
 386          -999          -999          -999          -999          -999           5209         -999          -999          
 387          -999          -999          -999          -999          -999           5374         -999          -999          
 388          -999          -999          -999           2.1           15.35         5325          0.29          33.94        
 389          -999          -999          -999          -999          -999           5226         -999          -999          
 390          -999          -999          -999          -999          -999           5177         -999          -999          
 391          -999          -999          -999          -999          -999           5237         -999          -999          
 392          -999          -999          -999          -999          -999           5192         -999          -999          
 393          -999          -999          -999           2.1          -999           5132          0.49          34.75        
 394          -999          -999          -999          -999          -999           5308         -999          -999          
 395          -999          -999          -999          -999          -999           5150         -999          -999          
 396          -999          -999          -999          -999          -999           5239         -999          -999          
 397          -999          -999          -999          -999          -999           5227         -999          -999          
 398          -999          -999          -999           1.96          15.54         5281          0.46          34.68        
 399          -999          -999          -999          -999          -999           5137         -999          -999          
 400          -999          -999          -999          -999          -999           5126         -999          -999          
 401          -999          -999          -999          -999          -999           5066         -999          -999          
 402          -999          -999          -999          -999          -999           5192         -999          -999          
 403          -999          -999           3.8           2            -999           5149          0.3           34.16        
 404          -999          -999          -999          -999          -999           5064         -999          -999          
 405          -999          -999          -999          -999          -999           5113         -999          -999          
 405.5         3460          3820         -999          -999          -999          -999          -999          -999          
 406          -999          -999          -999          -999          -999           5059         -999          -999          
 407          -999          -999          -999          -999          -999           4937         -999          -999          
 408          -999          -999          -999           1.82          15.73         5172          0.5           35.02        
 409          -999          -999          -999          -999          -999           5138         -999          -999          
 410          -999          -999          -999          -999          -999           5172         -999          -999          
 411          -999          -999          -999          -999          -999           5069         -999          -999          
 412          -999          -999          -999          -999          -999           5266         -999          -999          
 413          -999          -999          -999           1.76         -999           5106          0.29          34.25        
 414          -999          -999          -999          -999          -999           5694         -999          -999          
 415          -999          -999          -999          -999          -999           5015         -999          -999          
 416          -999          -999          -999          -999          -999           4974         -999          -999          
 417          -999          -999          -999          -999          -999           5591         -999          -999          
 418          -999          -999          -999           1.9           15.76         5464          0.54          35.26        
 419          -999          -999          -999          -999          -999           5765         -999          -999          
 420          -999          -999          -999          -999          -999           5564         -999          -999          
 421          -999          -999          -999          -999          -999           5527         -999          -999          
 422          -999          -999          -999          -999          -999           5483         -999          -999          
 423          -999          -999           2.9           1.85         -999           5716          0.53          35.04        
 424          -999          -999          -999          -999          -999           6401         -999          -999          
 425          -999          -999          -999          -999          -999           5757         -999          -999          
 426          -999          -999          -999          -999          -999           5573         -999          -999          
 427          -999          -999          -999          -999          -999           6071         -999          -999          
 428          -999          -999          -999           1.72          15.39         5633          0.51          34.79        
 429          -999          -999          -999          -999          -999           5656         -999          -999          
 430          -999          -999          -999          -999          -999           5612         -999          -999          
 431          -999          -999          -999          -999          -999           5946         -999          -999          
 432          -999          -999          -999          -999          -999           5520         -999          -999          
 433          -999          -999          -999           1.76         -999           5819          0.4           34.32        
 434          -999          -999          -999          -999          -999           5850         -999          -999          
 435          -999          -999          -999          -999          -999           5474         -999          -999          
 436          -999          -999          -999          -999          -999           5713         -999          -999          
 437          -999          -999          -999          -999          -999           5742         -999          -999          
 438          -999          -999          -999           1.78          15.33         5620          0.38          34.2         
 439          -999          -999          -999          -999          -999           5948         -999          -999          
 440          -999          -999          -999          -999          -999           5461         -999          -999          
 441          -999          -999          -999          -999          -999           5732         -999          -999          
 442          -999          -999          -999          -999          -999           5813         -999          -999          
 443          -999          -999           2.9           1.77         -999           5632          0.31          34           
 444          -999          -999          -999          -999          -999           5572         -999          -999          
 445          -999          -999          -999          -999          -999           5939         -999          -999          
 446          -999          -999          -999          -999          -999           5758         -999          -999          
 447          -999          -999          -999          -999          -999           5826         -999          -999          
 448          -999          -999          -999           1.75          15.58         5890          0.23          33.8         
 449          -999          -999          -999          -999          -999           5657         -999          -999          
 450          -999          -999          -999          -999          -999           5605         -999          -999          
 451          -999          -999          -999          -999          -999           5655         -999          -999          
 452          -999          -999          -999          -999          -999           6058         -999          -999          
 453          -999          -999          -999           1.75         -999           5897          0.32          34.12        
 454          -999          -999          -999          -999          -999           5759         -999          -999          
 455          -999          -999          -999          -999          -999           5948         -999          -999          
 456          -999          -999          -999          -999          -999           6095         -999          -999          
 457          -999          -999          -999          -999          -999           5932         -999          -999          
 458          -999          -999          -999           1.81          15.46         5612          0.4           34.45        
 459          -999          -999          -999          -999          -999           5801         -999          -999          
 460          -999          -999          -999          -999          -999           5554         -999          -999          
 461          -999          -999          -999          -999          -999           5361         -999          -999          
 462          -999          -999          -999          -999          -999           5891         -999          -999          
 463          -999          -999           2.7           1.51         -999           5703          0.28          33.95        
 464          -999          -999          -999          -999          -999           6062         -999          -999          
 465          -999          -999          -999          -999          -999           6891         -999          -999          
 466          -999          -999          -999          -999          -999           6271         -999          -999          
 467          -999          -999          -999          -999          -999           5671         -999          -999          
 468          -999          -999          -999           1.67          15.43         5750          0.31          34.02        
 469          -999          -999          -999          -999          -999           5610         -999          -999          
 470          -999          -999          -999          -999          -999           5891         -999          -999          
 471          -999          -999          -999          -999          -999           5603         -999          -999          
 472          -999          -999          -999          -999          -999           5638         -999          -999          
 473          -999          -999          -999           1.76         -999           6248          0.29          33.89        
 474          -999          -999          -999          -999          -999           6099         -999          -999          
 475          -999          -999          -999          -999          -999           5629         -999          -999          
 476          -999          -999          -999          -999          -999           5783         -999          -999          
 477          -999          -999          -999          -999          -999           5847         -999          -999          
 478          -999          -999          -999           1.54          15.31         6115          0.16          33.35        
 479          -999          -999          -999          -999          -999           5612         -999          -999          
 480          -999          -999          -999          -999          -999           6013         -999          -999          
 481          -999          -999          -999          -999          -999           6001         -999          -999          
 482          -999          -999          -999          -999          -999           6005         -999          -999          
 483          -999          -999           2.9           1.6          -999           6151          0.4           34.36        
 484          -999          -999          -999          -999          -999           6039         -999          -999          
 485          -999          -999          -999          -999          -999           5703         -999          -999          
 486          -999          -999          -999          -999          -999           5331         -999          -999          
 487          -999          -999          -999          -999          -999           5276         -999          -999          
 488          -999          -999          -999           1.65          15.53         5411          0.53          34.95        
 489          -999          -999          -999          -999          -999           5386         -999          -999          
 490          -999          -999          -999          -999          -999           5597         -999          -999          
 491          -999          -999          -999          -999          -999           5602         -999          -999          
 492          -999          -999          -999          -999          -999           5363         -999          -999          
 493          -999          -999          -999           1.57         -999           5806          0.31          34.06        
 494          -999          -999          -999          -999          -999           5176         -999          -999          
 495          -999          -999          -999          -999          -999           5250         -999          -999          
 496          -999          -999          -999          -999          -999           5483         -999          -999          
 497          -999          -999          -999          -999          -999           5409         -999          -999          
 498          -999          -999          -999           1.67          15.41         5450          0.28          33.9         
 499          -999          -999          -999          -999          -999           5326         -999          -999          
 500          -999          -999          -999          -999          -999           5306         -999          -999          
 501          -999          -999          -999          -999          -999           5462         -999          -999          
 502          -999          -999          -999          -999          -999           5309         -999          -999          
 503          -999          -999           2.7           1.62         -999           5906          0.37          34.29        
 504          -999          -999          -999          -999          -999           5784         -999          -999          
 505          -999          -999          -999          -999          -999           5581         -999          -999          
 506          -999          -999          -999          -999          -999           6373         -999          -999          
 507          -999          -999          -999          -999          -999           5881         -999          -999          
 508           4390          5040         -999           1.56          15.53         6345          0.43          34.57        
 509          -999          -999          -999          -999          -999           5889         -999          -999          
 510          -999          -999          -999          -999          -999           5896         -999          -999          
 511          -999          -999          -999          -999          -999           5665         -999          -999          
 512          -999          -999          -999          -999          -999           5448         -999          -999          
 513          -999          -999          -999           1.49         -999           5977          0.49          34.75        
 514          -999          -999          -999          -999          -999           5830         -999          -999          
 515          -999          -999          -999          -999          -999           5766         -999          -999          
 517          -999          -999          -999          -999          -999           5600         -999          -999          
 518          -999          -999          -999           1.6           15.39         6245          0.43          34.48        
 519          -999          -999          -999          -999          -999           6004         -999          -999          
 520          -999          -999          -999          -999          -999           5996         -999          -999          
 521          -999          -999          -999          -999          -999           5874         -999          -999          
 522          -999          -999          -999          -999          -999           5626         -999          -999          
 523          -999          -999           3.2           1.49         -999           5795          0.56          35.02        
 524          -999          -999          -999          -999          -999           5939         -999          -999          
 525          -999          -999          -999          -999          -999           5726         -999          -999          
 526          -999          -999          -999          -999          -999           5918         -999          -999          
 527          -999          -999          -999          -999          -999           5718         -999          -999          
 528          -999          -999          -999           1.65          15.51         5630          0.49          34.8         
 529          -999          -999          -999          -999          -999           5864         -999          -999          
 530          -999          -999          -999          -999          -999           5940         -999          -999          
 531          -999          -999          -999          -999          -999           5760         -999          -999          
 532          -999          -999          -999          -999          -999           5926         -999          -999          
 533          -999          -999          -999           1.45         -999           5887          0.49          34.83        
 534          -999          -999          -999          -999          -999           5836         -999          -999          
 535          -999          -999          -999          -999          -999           5824         -999          -999          
 536          -999          -999          -999          -999          -999           5718         -999          -999          
 537          -999          -999          -999          -999          -999           5621         -999          -999          
 538          -999          -999          -999           1.62          15.58         5577          0.49          34.87        
 539          -999          -999          -999          -999          -999           5779         -999          -999          
 540          -999          -999          -999          -999          -999           6118         -999          -999          
 541          -999          -999          -999          -999          -999           5700         -999          -999          
 542          -999          -999          -999          -999          -999           5934         -999          -999          
 543          -999          -999           3.1           1.75         -999           5747          0.48          34.81        
 544          -999          -999          -999          -999          -999           5952         -999          -999          
 545          -999          -999          -999          -999          -999           5578         -999          -999          
 546          -999          -999          -999          -999          -999           5526         -999          -999          
 547          -999          -999          -999          -999          -999           6748         -999          -999          
 548          -999          -999          -999           1.84          15.55         5417          0.48          34.76        
 549          -999          -999          -999          -999          -999           6630         -999          -999          
 550          -999          -999          -999          -999          -999           5663         -999          -999          
 551          -999          -999          -999          -999          -999           5767         -999          -999          
 552          -999          -999          -999          -999          -999           5779         -999          -999          
 553          -999          -999          -999           1.74         -999           5624          0.49          34.89        
 554          -999          -999          -999          -999          -999           6122         -999          -999          
 555          -999          -999          -999          -999          -999           5915         -999          -999          
 556          -999          -999          -999          -999          -999           5633         -999          -999          
 557          -999          -999          -999          -999          -999           5774         -999          -999          
 558          -999          -999          -999           1.7           15.74         5745          0.39          34.59        
 559          -999          -999          -999          -999          -999           5780         -999          -999          
 560          -999          -999          -999          -999          -999           5451         -999          -999          
 561          -999          -999          -999          -999          -999           5190         -999          -999          
 562          -999          -999          -999          -999          -999           5209         -999          -999          
 563          -999          -999           3.5           1.77         -999           5007          0.43          34.79        
 564          -999          -999          -999          -999          -999           5233         -999          -999          
 565          -999          -999          -999          -999          -999           5496         -999          -999          
 566          -999          -999          -999          -999          -999           5950         -999          -999          
 567          -999          -999          -999          -999          -999           6383         -999          -999          
 568          -999          -999          -999           1.81          15.81         5791          0.37          34.61        
 569          -999          -999          -999          -999          -999           5682         -999          -999          
 570          -999          -999          -999          -999          -999           5814         -999          -999          
 571          -999          -999          -999          -999          -999           5787         -999          -999          
 572          -999          -999          -999          -999          -999           5847         -999          -999          
 573          -999          -999          -999           1.79         -999           5879          0.31          34.42        
 574          -999          -999          -999          -999          -999           6001         -999          -999          
 575          -999          -999          -999          -999          -999           5726         -999          -999          
 576          -999          -999          -999          -999          -999           5650         -999          -999          
 577          -999          -999          -999          -999          -999           5835         -999          -999          
 578          -999          -999          -999           1.88          15.9          6803          0.52          35.27        
 579          -999          -999          -999          -999          -999           7029         -999          -999          
 580          -999          -999          -999          -999          -999           8073         -999          -999          
 581          -999          -999          -999          -999          -999           5948         -999          -999          
 582          -999          -999          -999          -999          -999           5928         -999          -999          
 583          -999          -999           3.1           1.69         -999           5778          0.5           35.2         
 584          -999          -999          -999          -999          -999           5820         -999          -999          
 585          -999          -999          -999          -999          -999           6040         -999          -999          
 586          -999          -999          -999          -999          -999           5775         -999          -999          
 587          -999          -999          -999          -999          -999           6422         -999          -999          
 588          -999          -999          -999           1.76          15.86         6063          0.56          35.43        
 589          -999          -999          -999          -999          -999           6042         -999          -999          
 590          -999          -999          -999          -999          -999           6812         -999          -999          
 591          -999          -999          -999          -999          -999           7047         -999          -999          
 592          -999          -999          -999          -999          -999           6315         -999          -999          
 593          -999          -999          -999           1.79         -999           6245          0.32          34.55        
 594          -999          -999          -999          -999          -999           7161         -999          -999          
 595          -999          -999          -999          -999          -999           6386         -999          -999          
 596          -999          -999          -999          -999          -999           5933         -999          -999          
 597          -999          -999          -999          -999          -999           5956         -999          -999          
 598          -999          -999          -999           1.77          16.19         6040          0.45          35.09        
 599          -999          -999          -999          -999          -999           5944         -999          -999          
 600          -999          -999          -999          -999          -999           6087         -999          -999          
 601          -999          -999          -999          -999          -999           5926         -999          -999          
 602          -999          -999          -999          -999          -999           6057         -999          -999          
 603          -999          -999           3.8           1.86         -999           5729          0.42          35.02        
 604          -999          -999          -999          -999          -999           6112         -999          -999          
 605          -999          -999          -999          -999          -999           6016         -999          -999          
 606          -999          -999          -999          -999          -999           6450         -999          -999          
 607          -999          -999          -999          -999          -999           5730         -999          -999          
 608          -999          -999          -999           1.77          16.1          5935          0.61          35.8         
 609          -999          -999          -999          -999          -999           6083         -999          -999          
 610          -999          -999          -999          -999          -999           6213         -999          -999          
 611          -999          -999          -999          -999          -999           6631         -999          -999          
 612          -999          -999          -999          -999          -999           5976         -999          -999          
 613          -999          -999          -999           1.73         -999           6618          0.36          34.79        
 614          -999          -999          -999          -999          -999           6099         -999          -999          
 615          -999          -999          -999          -999          -999           6311         -999          -999          
 616          -999          -999          -999          -999          -999           6338         -999          -999          
 617          -999          -999          -999          -999          -999           5714         -999          -999          
 618          -999          -999          -999           1.65          16.03         6356          0.21          34.17        
 619          -999          -999          -999          -999          -999           6507         -999          -999          
 620          -999          -999          -999          -999          -999           6093         -999          -999          
 621          -999          -999          -999          -999          -999           7225         -999          -999          
 622          -999          -999          -999          -999          -999           6104         -999          -999          
 623          -999          -999           2.6           1.73         -999           6213          0.53          35.36        
 624          -999          -999          -999          -999          -999           6664         -999          -999          
 625          -999          -999          -999          -999          -999           6174         -999          -999          
 626          -999          -999          -999          -999          -999           6133         -999          -999          
 627          -999          -999          -999          -999          -999           6543         -999          -999          
 628          -999          -999          -999           1.66          16.15         6776          0.5           35.2         
 629          -999          -999          -999          -999          -999           6718         -999          -999          
 630          -999          -999          -999          -999          -999           7286         -999          -999          
 631          -999          -999          -999          -999          -999           6328         -999          -999          
 632          -999          -999          -999          -999          -999           7062         -999          -999          
 633          -999          -999          -999           1.64         -999           6070          0.48          35.07        
 634          -999          -999          -999          -999          -999           6674         -999          -999          
 635          -999          -999          -999          -999          -999           5879         -999          -999          
 635.5         4830          5590         -999          -999          -999          -999          -999          -999          
 636          -999          -999          -999          -999          -999           6704         -999          -999          
 637          -999          -999          -999          -999          -999           6799         -999          -999          
 638          -999          -999          -999           1.67          15.84         6152          0.48          35.03        
 639          -999          -999          -999          -999          -999           6836         -999          -999          
 640          -999          -999          -999          -999          -999           6624         -999          -999          
 641          -999          -999          -999          -999          -999           7044         -999          -999          
 642          -999          -999          -999          -999          -999           6597         -999          -999          
 643          -999          -999           2.7           1.73         -999           6693          0.33          34.54        
 644          -999          -999          -999          -999          -999           5985         -999          -999          
 645          -999          -999          -999          -999          -999           6282         -999          -999          
 646          -999          -999          -999          -999          -999           6640         -999          -999          
 647          -999          -999          -999          -999          -999           6417         -999          -999          
 648          -999          -999          -999           1.83          16.03         7048          0.41          34.94        
 649          -999          -999          -999          -999          -999           6433         -999          -999          
 650          -999          -999          -999          -999          -999           6321         -999          -999          
 651          -999          -999          -999          -999          -999           6251         -999          -999          
 652          -999          -999          -999          -999          -999           6405         -999          -999          
 653          -999          -999          -999           1.87         -999           6389          0.44          34.96        
 654          -999          -999          -999          -999          -999           6784         -999          -999          
 655          -999          -999          -999          -999          -999           6747         -999          -999          
 656          -999          -999          -999          -999          -999           6221         -999          -999          
 657          -999          -999          -999          -999          -999           6491         -999          -999          
 658          -999          -999          -999           1.57          15.77         6445          0.39          34.68        
 659          -999          -999          -999          -999          -999           7652         -999          -999          
 660          -999          -999          -999          -999          -999           6996         -999          -999          
 661          -999          -999          -999          -999          -999           6227         -999          -999          
 662          -999          -999          -999          -999          -999           6316         -999          -999          
 663          -999          -999           2.7           1.54         -999           7041          0.34          34.36        
 664          -999          -999          -999          -999          -999           6348         -999          -999          
 665          -999          -999          -999          -999          -999           6529         -999          -999          
 666          -999          -999          -999          -999          -999           6442         -999          -999          
 667          -999          -999          -999          -999          -999           6122         -999          -999          
 668          -999          -999          -999           1.61          15.51         5666          0.48          34.76        
 669          -999          -999          -999          -999          -999           5985         -999          -999          
 670          -999          -999          -999          -999          -999           5881         -999          -999          
 671          -999          -999          -999          -999          -999           5961         -999          -999          
 672          -999          -999          -999          -999          -999           6388         -999          -999          
 673          -999          -999          -999           1.68         -999           5910          0.42          34.55        
 674          -999          -999          -999          -999          -999           5992         -999          -999          
 675          -999          -999          -999          -999          -999           6004         -999          -999          
 676          -999          -999          -999          -999          -999           5861         -999          -999          
 677          -999          -999          -999          -999          -999           6069         -999          -999          
 678          -999          -999          -999           1.57          15.65         6151          0.25          33.92        
 679          -999          -999          -999          -999          -999           6087         -999          -999          
 680          -999          -999          -999          -999          -999           6054         -999          -999          
 681          -999          -999          -999          -999          -999           5831         -999          -999          
 682          -999          -999          -999          -999          -999           6051         -999          -999          
 683          -999          -999           2.1           1.6          -999           6148          0.38          34.44        
 684          -999          -999          -999          -999          -999           5874         -999          -999          
 685          -999          -999          -999          -999          -999           5874         -999          -999          
 686          -999          -999          -999          -999          -999           6333         -999          -999          
 687          -999          -999          -999          -999          -999           6531         -999          -999          
 688          -999          -999          -999           1.44          15.56         6489          0.38          34.46        
 689          -999          -999          -999          -999          -999           6384         -999          -999          
 690          -999          -999          -999          -999          -999           6191         -999          -999          
 691          -999          -999          -999          -999          -999           6336         -999          -999          
 692          -999          -999          -999          -999          -999           6058         -999          -999          
 693          -999          -999          -999           1.54         -999           6187          0.15          33.44        
 694          -999          -999          -999          -999          -999           6348         -999          -999          
 695          -999          -999          -999          -999          -999           6387         -999          -999          
 696          -999          -999          -999          -999          -999           6004         -999          -999          
 697          -999          -999          -999          -999          -999           6306         -999          -999          
 698          -999          -999          -999           1.53          15.33         6060          0.59          35           
 699          -999          -999          -999          -999          -999           6497         -999          -999          
 700          -999          -999          -999          -999          -999           6098         -999          -999          
 701          -999          -999          -999          -999          -999           6003         -999          -999          
 702          -999          -999          -999          -999          -999           5891         -999          -999          
 703          -999          -999           2.6           1.5          -999           6006          0.5           34.79        
 704          -999          -999          -999          -999          -999           5926         -999          -999          
 705          -999          -999          -999          -999          -999           5616         -999          -999          
 706          -999          -999          -999          -999          -999           5745         -999          -999          
 707          -999          -999          -999          -999          -999           5858         -999          -999          
 708          -999          -999          -999           1.54          15.63         5845          0.36          34.39        
 709          -999          -999          -999          -999          -999           5913         -999          -999          
 710          -999          -999          -999          -999          -999           6412         -999          -999          
 711          -999          -999          -999          -999          -999           6035         -999          -999          
 712          -999          -999          -999          -999          -999           6422         -999          -999          
 713          -999          -999          -999           1.55         -999           6483          0.36          34.34        
 714          -999          -999          -999          -999          -999           5861         -999          -999          
 715          -999          -999          -999          -999          -999           5515         -999          -999          
 716          -999          -999          -999          -999          -999           5577         -999          -999          
 717          -999          -999          -999          -999          -999           6299         -999          -999          
 718          -999          -999          -999           1.75          15.52         6776          0.49          34.8         
 719          -999          -999          -999          -999          -999           5695         -999          -999          
 720          -999          -999          -999          -999          -999           5601         -999          -999          
 721          -999          -999          -999          -999          -999           5725         -999          -999          
 722          -999          -999          -999          -999          -999           5919         -999          -999          
 723          -999          -999           2.7           1.69         -999           5844          0.4           34.41        
 724          -999          -999          -999          -999          -999           5946         -999          -999          
 725          -999          -999          -999          -999          -999           5818         -999          -999          
 726          -999          -999          -999          -999          -999           5636         -999          -999          
 727          -999          -999          -999          -999          -999           6242         -999          -999          
 728          -999          -999          -999           1.65          15.44         5723          0.11          33.25        
 729          -999          -999          -999          -999          -999           5668         -999          -999          
 730          -999          -999          -999          -999          -999           5718         -999          -999          
 731          -999          -999          -999          -999          -999           5814         -999          -999          
 732          -999          -999          -999          -999          -999           5799         -999          -999          
 733          -999          -999          -999           1.84         -999           5659         -0.14          32.33        
 734          -999          -999          -999          -999          -999           5847         -999          -999          
 735          -999          -999          -999          -999          -999           5709         -999          -999          
 736          -999          -999          -999          -999          -999           6702         -999          -999          
 737          -999          -999          -999          -999          -999           5860         -999          -999          
 738          -999          -999          -999           1.74          15.47         5670          0.38          34.38        
 739          -999          -999          -999          -999          -999           5562         -999          -999          
 740          -999          -999          -999          -999          -999           5733         -999          -999          
 741          -999          -999          -999          -999          -999           5724         -999          -999          
 742          -999          -999          -999          -999          -999           5823         -999          -999          
 743          -999          -999           2.6           1.66         -999           5777          0.45          34.51        
 744          -999          -999          -999          -999          -999           5888         -999          -999          
 745          -999          -999          -999          -999          -999           5791         -999          -999          
 746          -999          -999          -999          -999          -999           5636         -999          -999          
 747          -999          -999          -999          -999          -999           5661         -999          -999          
 748          -999          -999          -999           1.53          15.16         5903         -0.06          32.41        
 749          -999          -999          -999          -999          -999           5765         -999          -999          
 750          -999          -999          -999          -999          -999           5815         -999          -999          
 751          -999          -999          -999          -999          -999           6214         -999          -999          
 752          -999          -999          -999          -999          -999           5939         -999          -999          
 753          -999          -999          -999           1.51         -999           5833          0.12          33.15        
 754          -999          -999          -999          -999          -999           5739         -999          -999          
 755          -999          -999          -999          -999          -999           6056         -999          -999          
 755.5         6170          7090         -999          -999          -999          -999          -999          -999          
 756          -999          -999          -999          -999          -999           5958         -999          -999          
 757          -999          -999          -999          -999          -999           6045         -999          -999          
 758          -999          -999          -999           1.57          15.27         6050          0.35          34.08        
 759          -999          -999          -999          -999          -999           6008         -999          -999          
 760          -999          -999          -999          -999          -999           5926         -999          -999          
 761          -999          -999          -999          -999          -999           5665         -999          -999          
 762          -999          -999          -999          -999          -999           5874         -999          -999          
 763          -999          -999           2.7           1.6          -999           5764          0.04          32.98        
 764          -999          -999          -999          -999          -999           6012         -999          -999          
 765          -999          -999          -999          -999          -999           5875         -999          -999          
 766          -999          -999          -999          -999          -999           5916         -999          -999          
 767          -999          -999          -999          -999          -999           5842         -999          -999          
 768          -999          -999          -999           1.61          15.5          6170          0.15          33.49        
 769          -999          -999          -999          -999          -999           6893         -999          -999          
 770          -999          -999          -999          -999          -999           6803         -999          -999          
 771          -999          -999          -999          -999          -999           6908         -999          -999          
 772          -999          -999          -999          -999          -999           5850         -999          -999          
 773          -999          -999          -999           1.67         -999           5924          0.26          33.82        
 774          -999          -999          -999          -999          -999           6414         -999          -999          
 775          -999          -999          -999          -999          -999           6464         -999          -999          
 776          -999          -999          -999          -999          -999           7750         -999          -999          
 777          -999          -999          -999          -999          -999           7818         -999          -999          
 778          -999          -999          -999           1.5           15.32         6382          0.29          33.85        
 779          -999          -999          -999          -999          -999           5881         -999          -999          
 780          -999          -999          -999          -999          -999           5971         -999          -999          
 781          -999          -999          -999          -999          -999           5876         -999          -999          
 782          -999          -999          -999          -999          -999           5855         -999          -999          
 783          -999          -999           2.5           1.6          -999           6118          0.38          34.24        
 784          -999          -999          -999          -999          -999           6077         -999          -999          
 785          -999          -999          -999          -999          -999           6036         -999          -999          
 786          -999          -999          -999          -999          -999           5825         -999          -999          
 787          -999          -999          -999          -999          -999           6126         -999          -999          
 788          -999          -999          -999           1.59          15.41         6285          0.44          34.52        
 789          -999          -999          -999          -999          -999           5820         -999          -999          
 790          -999          -999          -999          -999          -999           5889         -999          -999          
 791          -999          -999          -999          -999          -999           5871         -999          -999          
 792          -999          -999          -999          -999          -999           5938         -999          -999          
 793          -999          -999          -999           1.54         -999           6039          0.28          33.95        
 794          -999          -999          -999          -999          -999           5914         -999          -999          
