# 	Southernmost_Latitude: -64.2017
# 	Easternmost_Longitude: -57.685

age_AD	Age (years AD), , , years AD, , , mid-annual range, ,N
d2HiceVSMOW	delta2H ice, , , per mil VSMOW, , , , , N
d2HiceVSMOW11	delta2H ice, , , per mil VSMOW, , , 11y moving average, , N
age_AD	Age (years AD), , , years AD, , , mid-annual range, ,N
melt%	Melt percent, , , %, , , , , N
melt%11	Melt percent, , , %, , , 11yr moving average, , N
melt-thick	Melt thickness, , , cm, , , , , N
melt-thick11	Melt thickness, , , cm, , , 11yr moving average, , N

age_AD	d2HiceVSMOW	d2HiceVSMOW11	age_AD	melt%	melt%11	melt-thick	melt-thick11
1150.5		-153.88	1150		1.00		0.63
1149.5		-153.63	1149		0.84		0.52
1148.5		-152.96	1148		0.68		0.42
1147.5		-152.44	1147		0.68		0.42
1146.5		-152.48	1146		0.63		0.39
1145.5		-151.11	1145		0.63		0.39
1144.5		-149.21	1144		0.63		0.39
1143.5		-148.20	1143		0.63		0.39
1142.5		-148.35	1142		0.63		0.39
1141.5		-149.11	1141		0.17		0.10
1140.5		-148.48	1140		0.23		0.13
1139.5		-149.08	1139		0.48		0.27
1138.5		-149.76	1138		0.83		0.46
1137.5		-150.53	1137		0.83		0.46
1136.5		-151.01	1136		1.31		0.71
1135.5		-149.90	1135		1.31		0.71
1134.5		-151.78	1134		1.31		0.71
1133.5		-151.32	1133		1.31		0.71
1132.5		-151.48	1132		1.31		0.71
1131.5		-151.42	1131		1.37		0.75
1130.5		-152.14	1130		1.67		0.90
1129.5		-151.71	1129		2.12		1.13
1128.5		-150.85	1128		1.88		0.99
1127.5		-149.90	1127		1.41		0.74
1126.5		-148.46	1126		1.57		0.81
1125.5		-147.60	1125		1.09		0.55
1124.5		-148.94	1124		1.09		0.55
1123.5		-148.12	1123		1.22		0.62
1122.5		-148.94	1122		1.22		0.62
1121.5		-149.87	1121		1.22		0.62
1120.5		-147.82	1120		1.26		0.63
1119.5		-147.33	1119		0.95		0.48
1118.5		-148.13	1118		0.44		0.22
1117.5		-150.34	1117		0.58		0.28
1116.5		-150.12	1116		0.58		0.28
1115.5		-150.62	1115		0.50		0.23
1114.5		-152.94	1114		0.64		0.30
1113.5		-152.62	1113		0.64		0.30
1112.5		-153.65	1112		0.65		0.30
1111.5		-154.66	1111		0.68		0.31
1110.5		-155.72	1110		0.93		0.42
1109.5		-156.74	1109		1.23		0.55
1108.5		-157.55	1108		1.23		0.55
1107.5		-154.79	1107		1.23		0.55
1106.5		-151.08	1106		1.10		0.49
1105.5		-151.19	1105		1.70		0.74
1104.5		-150.67	1104		1.63		0.71
1103.5		-149.77	1103		1.49		0.65
1102.5		-150.12	1102		1.49		0.65
1101.5		-149.69	1101		1.35		0.59
1100.5		-148.50	1100		1.31		0.57
1099.5		-148.44	1099		1.06		0.46
1098.5		-149.97	1098		0.67		0.29
1097.5		-148.75	1097		1.29		0.54
1096.5		-149.08	1096		1.37		0.57
1095.5		-150.37	1095		1.45		0.60
1094.5		-150.31	1094		0.79		0.32
1093.5		-150.81	1093		0.79		0.32
1092.5		-150.59	1092		1.47		0.59
1091.5		-150.59	1091		1.52		0.60
1090.5		-152.16	1090		1.52		0.60
1089.5		-151.67	1089		1.60		0.64
1088.5		-150.44	1088		1.77		0.70
1087.5		-149.08	1087		1.77		0.70
1086.5		-148.67	1086		1.23		0.48
1085.5		-148.89	1085		1.19		0.46
1084.5		-149.22	1084		1.11		0.43
1083.5		-147.93	1083		1.20		0.46
1082.5		-146.59	1082		1.20		0.46
1081.5		-145.38	1081		0.51		0.20
1080.5		-146.60	1080		0.78		0.29
1079.5		-144.54	1079		1.14		0.42
1078.5		-145.79	1078		1.24		0.45
1077.5		-146.92	1077		1.16		0.42
1076.5		-148.80	1076		1.50		0.54
1075.5		-151.22	1075		1.51		0.54
1074.5		-152.37	1074		1.46		0.52
1073.5		-152.51	1073		1.46		0.52
1072.5		-155.66	1072		1.38		0.49
1071.5		-156.12	1071		1.38		0.49
1070.5		-157.64	1070		1.85		0.66
1069.5		-156.70	1069		1.53		0.54
1068.5		-156.91	1068		1.36		0.48
1067.5		-157.68	1067		1.18		0.41
1066.5		-157.03	1066		1.09		0.38
1065.5		-157.60	1065		0.76		0.26
1064.5		-156.74	1064		1.24		0.43
1063.5		-156.29	1063		1.57		0.55
1062.5		-156.61	1062		1.67		0.58
1061.5		-154.05	1061		1.67		0.58
1060.5		-154.55	1060		1.67		0.58
1059.5		-154.39	1059		1.34		0.47
1058.5		-154.93	1058		1.59		0.55
1057.5		-154.83	1057		1.40		0.48
1056.5		-154.57	1056		1.59		0.55
1055.5		-154.57	1055		1.79		0.62
1054.5		-153.10	1054		1.79		0.62
1053.5		-151.17	1053		1.66		0.57
1052.5		-150.12	1052		1.62		0.55
1051.5		-150.12	1051		1.52		0.52
1050.5		-151.15	1050		1.92		0.65
1049.5		-152.33	1049		1.92		0.65
1048.5		-151.79	1048		1.78		0.60
1047.5		-151.79	1047		1.53		0.52
1046.5		-151.81	1046		1.53		0.52
1045.5		-150.58	1045		1.64		0.55
1044.5		-150.58	1044		1.85		0.62
1043.5		-149.60	1043		1.85		0.62
1042.5		-152.63	1042		1.96		0.66
1041.5		-153.83	1041		2.43		0.81
1040.5		-153.53	1040		2.43		0.81
1039.5		-154.33	1039		2.23		0.75
1038.5		-155.31	1038		2.23		0.75
1037.5		-156.24	1037		2.23		0.75
1036.5		-156.04	1036		2.23		0.75
1035.5		-154.12	1035		2.49		0.83
1034.5		-154.20	1034		2.47		0.82
1033.5		-154.46	1033		3.12		1.03
1032.5		-155.09	1032		3.36		1.11
1031.5		-153.42	1031		2.81		0.93
1030.5		-153.66	1030		2.04		0.67
1029.5		-154.38	1029		2.04		0.67
1028.5		-153.91	1028		1.84		0.60
1027.5		-153.59	1027		1.84		0.60
1026.5		-153.11	1026		2.05		0.67
1025.5		-152.89	1025		2.05		0.67
1024.5		-152.79	1024		1.79		0.59
1023.5		-152.79	1023		1.51		0.50
1022.5		-153.01	1022		0.45		0.15
1021.5		-153.76	1021		0.21		0.07
1020.5		-151.68	1020		0.21		0.07
1019.5		-150.72	1019		0.21		0.07
1018.5		-149.80	1018		0.32		0.10
1017.5		-148.40	1017		0.32		0.10
1016.5		-146.54	1016		0.53		0.17
1015.5		-145.21	1015		1.13		0.36
1014.5		-145.86	1014		1.13		0.36
1013.5		-146.41	1013		1.13		0.36
1012.5		-146.05	1012		1.46		0.47
1011.5		-144.97	1011		1.46		0.47
1010.5		-144.97	1010		1.46		0.47
1009.5		-147.26	1009		1.59		0.51
1008.5		-147.40	1008		1.59		0.51
1007.5		-147.40	1007		1.74		0.56
1006.5		-147.40	1006		2.67		0.85
1005.5		-147.93	1005		2.45		0.78
1004.5		-149.01	1004		1.70		0.54
1003.5		-148.77	1003		1.70		0.54
1002.5		-148.77	1002		2.09		0.66
1001.5		-148.48	1001		2.15		0.68
1000.5		-147.99	1000		2.60		0.82
